56	ชิมคิห	A+	24	เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-คิ-หะ	มีเมตตา มีความรู้ และเข้มแข็ง
57	ชิมธัณ	A+	24	อาทิตย์, อังคาร, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ทัน	มีเมตตา มีคุณธรรม และมีปัญญา
58	ชิมธัน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ทัน	มีเมตตา มีคุณธรรม และอ่อนโยน
59	ชิมธัม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ทัม	มีเมตตา และมีคุณธรรม
61	ชิมธิณ	A+	24	อาทิตย์, อังคาร, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ทิน	มีเมตตา มีคุณธรรม และมีปัญญา
62	ชิมธิน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ทิน	มีเมตตา มีคุณธรรม และอ่อนโยน
63	ชิมธิม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ทิม	มีเมตตา และมีคุณธรรม
65	ชิมรัณ	A+	24	อาทิตย์, อังคาร, เสาร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-รัน	มีเมตตา รุ่งเรือง และมีปัญญา
66	ชิมรัน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-รัน	มีเมตตา รุ่งเรือง และอ่อนโยน
67	ชิมรัม	A+	24	อาทิตย์, อังคาร, เสาร์, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-รัม	มีเมตตา และรุ่งเรือง
69	ชิมริณ	A+	24	อาทิตย์, อังคาร, เสาร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ริน	มีเมตตา รุ่งเรือง และมีปัญญา
70	ชิมริน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ริน	มีเมตตา รุ่งเรือง และอ่อนโยน
71	ชิมริม	A+	24	อาทิตย์, อังคาร, เสาร์, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ริม	มีเมตตา และรุ่งเรือง
73	ชัณคัณ	A+	24	อาทิตย์, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คัน	มีปัญญา และมีความรู้
74	ชัณคัน	A+	24	อาทิตย์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คัน	มีปัญญา มีความรู้ และอ่อนโยน
75	ชัณคัม	A+	24	อาทิตย์, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คัม	มีปัญญา มีความรู้ และมีเมตตา
77	ชัณคิณ	A+	24	อาทิตย์, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คิน	มีปัญญา และมีความรู้
78	ชัณคิน	A+	24	อาทิตย์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คิน	มีปัญญา มีความรู้ และอ่อนโยน
79	ชัณคิม	A+	24	อาทิตย์, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คิม	มีปัญญา มีความรู้ และมีเมตตา
81	ชัณธัณ	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทัน	มีปัญญา และมีคุณธรรม
82	ชัณธัน	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทัน	มีปัญญา มีคุณธรรม และอ่อนโยน
83	ชัณธัม	A+	24	อาทิตย์, อังคาร, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทัม	มีปัญญา มีคุณธรรม และมีเมตตา
85	ชัณธิณ	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทิน	มีปัญญา และมีคุณธรรม
86	ชัณธิน	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทิน	มีปัญญา มีคุณธรรม และอ่อนโยน
87	ชัณธิม	A+	24	อาทิตย์, อังคาร, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทิม	มีปัญญา มีคุณธรรม และมีเมตตา
89	ชัณรัณ	A+	24	อาทิตย์, อังคาร, เสาร์, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-รัน	มีปัญญา และรุ่งเรือง
90	ชัณรัน	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-รัน	มีปัญญา รุ่งเรือง และอ่อนโยน
91	ชัณรัม	A+	24	อาทิตย์, อังคาร, เสาร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-รัม	มีปัญญา รุ่งเรือง และมีเมตตา
93	ชัณริณ	A+	24	อาทิตย์, อังคาร, เสาร์, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ริน	มีปัญญา และรุ่งเรือง
94	ชัณริน	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ริน	มีปัญญา รุ่งเรือง และอ่อนโยน
95	ชัณริม	A+	24	อาทิตย์, อังคาร, เสาร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ริม	มีปัญญา รุ่งเรือง และมีเมตตา
96	ชัณริห	A+	24	อังคาร, เสาร์, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ริ-หะ	มีปัญญา รุ่งเรือง และเข้มแข็ง
97	ชันคัณ	A+	24	อาทิตย์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คัน	อ่อนโยน มีความรู้ และมีปัญญา
98	ชันคัน	A+	24	อาทิตย์, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คัน	อ่อนโยน และมีความรู้
99	ชันคัม	A+	24	อาทิตย์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คัม	อ่อนโยน มีความรู้ และมีเมตตา
101	ชันคิณ	A+	24	อาทิตย์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คิน	อ่อนโยน มีความรู้ และมีปัญญา
102	ชันคิน	A+	24	อาทิตย์, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คิน	อ่อนโยน และมีความรู้
103	ชันคิม	A+	24	อาทิตย์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-คิม	อ่อนโยน มีความรู้ และมีเมตตา
105	ชันธัณ	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทัน	อ่อนโยน มีคุณธรรม และมีปัญญา
106	ชันธัน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทัน	อ่อนโยน และมีคุณธรรม
107	ชันธัม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทัม	อ่อนโยน มีคุณธรรม และมีเมตตา
109	ชันธิณ	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทิน	อ่อนโยน มีคุณธรรม และมีปัญญา
110	ชันธิน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทิน	อ่อนโยน และมีคุณธรรม
111	ชันธิม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ทิม	อ่อนโยน มีคุณธรรม และมีเมตตา
113	ชันรัณ	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-รัน	อ่อนโยน รุ่งเรือง และมีปัญญา
114	ชันรัน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-รัน	อ่อนโยน และรุ่งเรือง
115	ชันรัม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-รัม	อ่อนโยน รุ่งเรือง และมีเมตตา
117	ชันริณ	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ริน	อ่อนโยน รุ่งเรือง และมีปัญญา
118	ชันริน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, พุธ(กลางคืน)	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ริน	อ่อนโยน และรุ่งเรือง
119	ชันริม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ริม	อ่อนโยน รุ่งเรือง และมีเมตตา
121	ชัมคัณ	A+	24	อาทิตย์, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-คัน	มีเมตตา มีความรู้ และมีปัญญา
122	ชัมคัน	A+	24	อาทิตย์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-คัน	มีเมตตา มีความรู้ และอ่อนโยน
123	ชัมคัม	A+	24	อาทิตย์, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-คัม	มีเมตตา และมีความรู้
125	ชัมคิณ	A+	24	อาทิตย์, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-คิน	มีเมตตา มีความรู้ และมีปัญญา
126	ชัมคิน	A+	24	อาทิตย์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-คิน	มีเมตตา มีความรู้ และอ่อนโยน
127	ชัมคิม	A+	24	อาทิตย์, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-คิม	มีเมตตา และมีความรู้
129	ชัมธัณ	A+	24	อาทิตย์, อังคาร, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ทัน	มีเมตตา มีคุณธรรม และมีปัญญา
130	ชัมธัน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ทัน	มีเมตตา มีคุณธรรม และอ่อนโยน
131	ชัมธัม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ทัม	มีเมตตา และมีคุณธรรม
133	ชัมธิณ	A+	24	อาทิตย์, อังคาร, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ทิน	มีเมตตา มีคุณธรรม และมีปัญญา
134	ชัมธิน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ทิน	มีเมตตา มีคุณธรรม และอ่อนโยน
135	ชัมธิม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ทิม	มีเมตตา และมีคุณธรรม
137	ชัมรัณ	A+	24	อาทิตย์, อังคาร, เสาร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-รัน	มีเมตตา รุ่งเรือง และมีปัญญา
138	ชัมรัน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-รัน	มีเมตตา รุ่งเรือง และอ่อนโยน
139	ชัมรัม	A+	24	อาทิตย์, อังคาร, เสาร์, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-รัม	มีเมตตา และรุ่งเรือง
141	ชัมริณ	A+	24	อาทิตย์, อังคาร, เสาร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ริน	มีเมตตา รุ่งเรือง และมีปัญญา
142	ชัมริน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ริน	มีเมตตา รุ่งเรือง และอ่อนโยน
143	ชัมริม	A+	24	อาทิตย์, อังคาร, เสาร์, พฤหัสบดี	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัม-ริม	มีเมตตา และรุ่งเรือง
145	ชิณญัณ	A+	24	อาทิตย์, อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยัน	มีปัญญา
146	ชิณญัน	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยัน	มีปัญญา และอ่อนโยน
147	ชิณญัม	A+	24	อาทิตย์, อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยัม	มีปัญญา และมีเมตตา
148	ชิณญัห	A+	24	อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยะ-หะ	มีปัญญา และเข้มแข็ง
149	ชิณญิณ	A+	24	อาทิตย์, อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยิน	มีปัญญา
150	ชิณญิน	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยิน	มีปัญญา และอ่อนโยน
151	ชิณญิม	A+	24	อาทิตย์, อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยิม	มีปัญญา และมีเมตตา
157	ชินญิณ	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยิน	อ่อนโยน และมีปัญญา
158	ชินญิน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยิน	อ่อนโยน และมีปัญญา
159	ชินญิม	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิน-ยิม	อ่อนโยน มีปัญญา และมีเมตตา
161	ชิมญัณ	A+	24	อาทิตย์, อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ยัน	มีเมตตา และมีปัญญา
163	ชิมญัม	A+	24	อาทิตย์, อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ยัม	มีเมตตา และมีปัญญา
164	ชิมญัห	A+	24	อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ยะ-หะ	มีเมตตา มีปัญญา และเข้มแข็ง
165	ชิมญิณ	A+	24	อาทิตย์, อังคาร, เสาร์, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ยิน	มีเมตตา และมีปัญญา
166	ชิมญิน	A+	24	อาทิตย์, อังคาร, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ยิน	มีเมตตา มีปัญญา และอ่อนโยน
167	ชิมญิม	A+	24	อาทิตย์, อังคาร, เสาร์, พฤหัสบดี, ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชิม-ยิม	มีเมตตา และมีปัญญา
169	ชัณญัณ	A+	24	อาทิตย์, อังคาร, เสาร์, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยัน	มีปัญญา
170	ชัณญัน	A+	24	อาทิตย์, อังคาร, พุธ(กลางคืน), ศุกร์	24🟢 - 45🟢 - 54🟢 - 44🟢 - 45🟢	ชัน-ยัน	มีปัญญา และอ่อนโยน
